2026-02-19 21:50:10 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:50:12 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:50:18 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:50:18 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:50:19 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:50:25 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:50:26 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:50:36 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:50:36 | INFO     | wow_helper | 处理器已停止
2026-02-19 21:50:44 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:50:44 | INFO     | wow_helper | 处理器已启动
2026-02-19 21:50:53 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:50:55 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:50:58 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:50:59 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:51:02 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:51:08 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:51:15 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:51:17 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:51:19 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:51:26 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:51:26 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:51:26 | INFO     | wow_helper | 处理器已停止
2026-02-19 21:51:37 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:51:37 | INFO     | wow_helper | 处理器已启动
2026-02-19 21:51:46 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:51:49 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:51:50 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:51:57 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:51:57 | INFO     | wow_helper | 处理器已停止
2026-02-19 21:52:24 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:52:24 | INFO     | wow_helper | 处理器已启动
2026-02-19 21:52:24 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:52:25 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:52:26 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:52:27 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:52:32 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:52:35 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:52:36 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:52:38 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:52:38 | INFO     | wow_helper | 处理器已停止
2026-02-19 21:53:20 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:53:20 | INFO     | wow_helper | 处理器已启动
2026-02-19 21:53:20 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:53:21 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:53:22 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:53:28 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:53:29 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:53:30 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:53:37 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:53:38 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:53:38 | INFO     | wow_helper | 处理器已停止
2026-02-19 21:53:56 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:53:56 | INFO     | wow_helper | 处理器已启动
2026-02-19 21:53:59 | INFO     | wow_helper | 释放技能 [S-3] - 按键: alt+4
2026-02-19 21:54:00 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:54:03 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:54:08 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:10 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:11 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:12 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:13 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:14 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:15 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:16 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:54:16 | INFO     | wow_helper | 处理器已停止
2026-02-19 21:54:16 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:29 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:54:29 | INFO     | wow_helper | 处理器已启动
2026-02-19 21:54:39 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:54:43 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:54:45 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
2026-02-19 21:54:48 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
2026-02-19 21:54:50 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:54:50 | INFO     | wow_helper | 处理器已停止
2026-02-19 21:55:18 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:55:18 | INFO     | wow_helper | 处理器已启动
2026-02-19 21:55:26 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:55:29 | INFO     | wow_helper | 释放技能 [S-4] - 按键: 9
2026-02-19 21:55:34 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:55:34 | INFO     | wow_helper | 处理器已停止
2026-02-19 21:58:40 | INFO     | wow_helper | 触发监控热键: `
2026-02-19 21:58:40 | INFO     | wow_helper | 处理器已启动
2026-02-19 21:58:41 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:58:44 | INFO     | wow_helper | 释放技能 [S-5] - 按键: 2
2026-02-19 21:58:48 | INFO     | wow_helper | 释放技能 [S-1] - 按键: 9
2026-02-19 21:58:53 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
2026-02-19 21:58:54 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
2026-02-19 21:58:55 | INFO     | wow_helper | 释放技能 [S-6] - 按键: alt+1
